topic,job_title,site (remote country),tasks,Perks/Benefits,Skills/Tech-stack required,Educational requirements,seniority,yoe,employment_type,extra_info,created_at,job_id,posted_by
Cloud Computing,DevOps Engineer (BTP / SAC) for Sovereign Cloud Delivery India (Gurgaon),"Bangalore, IN, 560066","Collaborate with software and network engineers for automation
Define and influence network strategy
Design and own IP networks
Improve network performance and reliability
Lead network evolution from concept to launch
Lead project teams for network benefits
Mentor and coach engineers
Review and implement network changes
Support off-hours operations escalation
Travel to data centers and network sites
Troubleshoot complex network issues","Flexible work culture
Inclusive environment
Learning and mentorship opportunities","Automation tools, Linux/Unix, Network Automation, Network design, Network operations, Network reliability, Network scaling, Network Security, Network Troubleshooting, Project Management, Routing Protocols, Troubleshooting","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,4,Full Time,,2025-08-08,cloud-devops-engineer-btp-sac-for-sovereign-cloud-delivery-india-gurgaon-01,curtis_willis_and_holloway@demo
Cloud Computing,Senior Software Engineer,"Redmond, Washington, United States","Architect and design cloud services
Collaborate with teams to optimize application performance
Create microservices connecting to Oracle and NoSQL databases
Develop scalable enterprise software
Identify opportunities to enhance software platform","401k
Great benefits
Paid vacation
Remote work","Agile methodologies, AWS, AWS Kinesis, AWS Lambda, AWS SNS, AWS SQS, Communication skills, Elasticsearch, ETL, Functional Programming, Java 11+, Java 8+, JavaScript Frameworks, Jenkins, Microservice Architecture, Node.js, Oracle, Relational databases, Self-directed, Self-directed Work, Spring Boot, Spring Cloud, Streaming collections","Bachelor's Degree, Master's Degree",Senior level / Expert,4,Full Time,USD 119K-258K,2025-08-08,cloud-senior-software-engineer-01,mckenzie-callahan@demo
Data Science,"Data Scientist III, Research","Mountain View, CA, USA; New York, NY, USA","Analyze data using SQL R Python
Build processes and tests
Develop business cases
Influence cross-team collaboration
Report on KPIs
Solve product and business problems","Benefits
Bonus
Equity","Business Intelligence, Data Analysis, Data Modeling, Data Storytelling, Data Visualization, Machine Learning, Python, R, SQL, Statistical Analysis","Bachelor's Degree, Master's Degree",Senior level / Expert,3,Full Time,USD 141K-202K,2025-08-09,ds-data-scientist-iii-research-01,chan_vazquez_and_carter@demo
Data Science,Delivery Solutions Architect - Healthcare & Life Sciences,Remote - California [R],"Conduct discovery workshops
Coordinate with product and engineering teams
Create strategic roadmaps and business analysis
Develop and execute customer success plans
Drive customer onboarding and success
Lead post-sale technical account strategies
Manage stakeholder relationships
Manage technical issues and escalations
Report on customer health and KPIs
Support product adoption and growth strategies","Comprehensive benefits
Equity
Flexible work options
Performance bonus","AI and ML, AI and ML fundamentals, Business Analysis, Cloud Cost Optimization, Cost Optimization, Customer Success, Data Architecture, Data Engineering, Data Systems, Distributed data, Distributed data systems, ML Fundamentals, Project Management, Python, Scala, Solution architecture, SQL, Stakeholder management, Technical Project Management, Workshop facilitation","Bachelor's Degree in Computer Science, Engineering, Information Systems",Senior level / Expert,5,Full Time,USD 129K-180K,2025-08-08,ds-delivery-solutions-architect-healthcare-and-life-sciences-01,adkins-rodriguez@demo
Data Science,"People Services Analytics Specialist (remote, contract)","San Francisco, CA, United States [R]","Analyze and interpret People data
Collaborate with HR teams and leaders
Create reports and dashboards
Maintain data accuracy and integrity
Provide HR insights",,"Analytical Thinking, Dashboard creation, Data Analysis, Data Systems, Data Visualization, HR Data, HR data systems, One Model, Power BI, Problem Solving, Report Development, Stakeholder Communication, Tableau, VISI","Bachelor's Degree, Bachelor’s diploma",Mid-level / Intermediate,3,Contract,,2025-08-08,ds-people-services-analytics-specialist-remote-contract-01,klein_adams_and_lee@demo
Data Science,"People Services Analytics Specialist (remote, contract)","Chicago, IL, United States [R]","Analyze and interpret People data
Collaborate with data science team
Compile and analyze customer, account, and transactional data
Create dashboards and reports
Design and develop data visualizations",,"Business Intelligence, Communication skills, Data Analysis, Databricks, Data cloud, Data Governance, Data Management, Data Mining, Data Visualization, MS Excel, MS PowerPoint, MS Word, Power BI, Presentation Skills, Problem Solving, Python, R, Salesforce data, Salesforce Data Cloud, SAS, SQL Assistant, Statistical software, Team leadership","Bachelor's Degree, Quantitative Discipline",Mid-level / Intermediate,3,Contract,,2025-08-08,ds-people-services-analytics-specialist-remote-contract-02,cuevas_ltd@demo
Data Science,Data Engineer 4,"Sacramento, CA, US","Assist in UI and application prototype design
Build scalable data pipelines
Design relational databases
Develop data models and perform data analysis
Document database designs
Implement CI/CD and DevOps practices","Hands-on project experience
Long-term internship
Practical placement","Automation, Data Analysis, Data Visualization, English communication, KNIME, Power Apps, Power Automate, Power BI, Problem Solving, Python, SQL, Troubleshooting","Bachelor's Degree, Economic Management Science, Engineering, Undergraduate",Senior level / Expert,8,Contract,,2025-08-08,ds-data-engineer-4-01,williams_and_sons@demo
Data Science,Data Science Manager,"Prague, Praha, Hlavní město, Czechia","Collaborate with cross-functional stakeholders
Clean and validate data
Collaborate with analysts
Create visualizations using Power BI
Develop dashboards and reports
Ensure reproducibility of work
Excel
Gather data from sources
Learn new tools and techniques
Maintain documentation",,"Business Analysis, Collaboration, Data Analysis, Data cleaning, Data Documentation, Data Mining, Data Pipelines, Data Visualization, Excel, Power BI, Statistical Analysis, Tableau","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,6,Full Time,,2025-08-08,ds-data-science-manager-01,friedman_llc@demo
Data Science,"Data Scientist, Business and Marketing, Ads Marketing Analytics (Spanish, English)","Mexico City, CDMX, Mexico","Build and prototype analysis pipelines
Conduct exploratory data analysis
Define questions on advertising effectiveness and privacy impact
Deliver insights to business partners and executives
Develop and implement quantitative analysis methods
Identify opportunities for advertising measurement improvements
Interact cross-functionally with leaders and teams
Solve non-routine analysis problems
Work with large, complex data sets",,"Causal Inference, Data Analysis, Data Modeling, Data Querying, Data Visualization, Econometric methods, Pipeline Development, Python, R, Sampling methods, SQL, Statistical Analysis, Statistical software","Master's Degree, PhD",Mid-level / Intermediate,3,Full Time,,2025-08-08,ds-data-scientist-business-and-marketing-ads-marketing-analytics-spanish-english-01,james-lowery@demo
Data Science,Senior Data & Applied Scientist,"Noida, Uttar Pradesh, India","Collaborate with stakeholders on data needs and telemetry best practices
Experiment with machine learning models for sales and cost prediction
Monitor measure and explore large datasets
Support optimization projects in retail using analytics
Work closely with engineering team to enhance pipelines and model code","30 days vacation
Autonomy
Flexible working hours
Great team culture
Homeoffice 2-3 days","BigQuery, Data Analysis, Data pipeline, Data Pipeline Development, Google Cloud, Machine Learning, Model Optimization, Pipeline Development, Python, SQL, TensorFlow, Version control, Version Control (Git)","Bachelor, Master",Senior level / Expert,7,Full Time,,2025-08-08,ds-senior-data-and-applied-scientist-01,burns-parsons@demo
Data Science,Engineering Manager - Data + AI Observability,"Bengaluru, India","Build and scale data platforms
Build platform solutions for software teams
Coordinate cross-team projects
Coordinate with data teams for data management
Develop machine learning algorithms and statistical models
Identify training needs and conduct workshops
Implement tracking mechanisms for performance
Lead data collection, preparation, and validation",,"Data Analysis, Data Management, Data Validation, Machine Learning, Model Testing, Performance Tracking, Project Management, Python, Research Collaboration, Solution piloting, Stakeholder Communication, Statistical Modelling, Training Facilitation, Vendor management","B.E, B.Tech, MBA, M.Tech",Senior level / Expert,10,Full Time,,2025-08-08,ds-engineering-manager-data-ai-observability-01,friedman_llc@demo
Data Science,Data Governance Program Lead,"Winnipeg, MB, Canada","Collaborate with cybersecurity, privacy, and legal teams
Apply SQL window functions for data transformation
Architect end-to-end Power BI solutions
Collaborate with business users to gather requirements
Coordinate with data engineers for data ingestion and transformation
Create complex DAX formulas and measures
Design and develop Power BI dashboards and reports
Design and implement advanced visualizations including Sankey and drill-down charts
Integrate machine learning outputs into Power BI reports
Lead data modeling efforts for performance and scalability
Optimize reports for performance and usability
Perform data validation and quality checks",,"APIs, Azure Data, Azure Data Services, Azure Synapse, BI Architecture, Communication, Continuous Improvement, Data Analysis, Data Modeling, Data Services, Data Transformation, Data Validation, Data Visualization, Data Warehousing, DAX, Deep learning, ETL Processes, Excel, Machine Learning, Machine Learning Integration, Performance optimization, Power BI, Power BI architecture, Power BI certification, Problem Solving, Python (NLP, Deep Learning), SharePoint, SQL, SQL Server, Teamwork","Bachelor, Master",Senior level / Expert,7,Full Time,,2025-08-08,ds-data-governance-program-lead-01,reeves_lee_and_cooper@demo
Data Science,Sr.Data Scientist,"Chennai, Tamil Nadu, India","Build AI/ML products and platforms
Collaborate with cross-functional teams
Develop machine learning models for IT operations
Implement MLOps practices for scalable deployment
Integrate data science solutions with cloud and AIOps platforms
Lead cross-functional collaboration and mentorship
Maintain best engineering practices in code and documentation
Optimize system performance and reliability
Translate business problems into data science solutions",,"AIOps platforms, Ansible, APIs, AWS, Azure, CI/CD, Cloud Computing, Containerization, Cybersecurity, Data Engineering, Data Pipelines, Data Tagging, Deep learning, Docker, GCP, Kubernetes, Log Analytics, Machine Learning, MLOps, Network Automation, Python, Retrieval-Augmented Generation, Statistical modeling, Terraform","Master's Degree, Ph.D.",Senior level / Expert,8,Full Time,,2025-08-08,ds-sr-data-scientist-01,friedman_llc@demo
Data Science,Data Science - Assistant Manager,"Bangalore, Karnataka, India","Communicate insights to stakeholders
Develop and implement machine learning and GenAI solutions
Evaluate and refine model performance
Maintain documentation for models and processes
Design, implement, and launch data science solutions
Develop key metrics and observability",,"Data Analysis, Data collection, Data refinement, Data Storytelling, Econometric Modeling, Experiment design, Machine Learning, Statistical Analysis","MS, PhD",Mid-level / Intermediate,8,Full Time,,2025-08-08,ds-data-science-assistant-manager-01,webster_rhodes_and_bishop@demo
Data Science,IN_Senior manager_Data Architect_Data and Analytics_Advisory_Bangalore,"Bengaluru Millenia, India","Adhere to software engineering standards including CI/CD pipelines
Build and maintain infrastructure as code and containerized deployments
Collaborate with cross-disciplinary teams in Agile environment
Design and maintain scalable data infrastructure
Monitor data analysis models and develop partnerships
Present analysis results with data visualization
Select and apply analytical methods
Understand business needs and formalize specifications",,"Data Analysis, Data Pipelines, Data Visualization, Data visualization tools, Machine Learning, Model Deployment, Python, R, SQL, Statistical Analysis, Visualization Tools","Bachelor's, Master's, PhD",Senior level / Expert,10,Full Time,,2025-08-08,ds-in-senior-manager-data-architect-data-and-analytics-advisory-bangalore-01,stewart_freeman_and_fox@demo
Data Science,Data Engineer II,"Bengaluru, Karnataka, India","Convert ABAP logics to persistent tables
Create models and dimensions in SAC
Create SQL views and monitor data loading
Design and develop data warehouse platforms
Develop Analytical Models for reporting
Develop and test data integrations
Document Datasphere requirements
Integrate TPM data using Azure
Maintain SAP Datasphere models and Azure integrations
Manage dataflow task chains and data cleansing
Set up connections between non-SAP sources and Datasphere
Standardize data and reporting across teams
Transport Datasphere artifacts between landscapes",,"Azure Data, Azure Data Factory, Business Intelligence, CDS Views, CICD, Databricks, Data Cleansing, Data Factory, Data integration, Data Modeling, Data Reconciliation, Data replication, Data Transformation, Data Warehousing, DevOps, Power BI, PySpark, Python, Remote Table Management, S4 CDS Views, SAC, SAP Datasphere, SQL, Table management",Bachelor's Degree,Senior level / Expert,6,Full Time,,2025-08-08,ds-data-engineer-ii-01,friedman_llc@demo
Data Science,IN_Senior manager_Data Architect_Data and Analytics_Advisory_Bangalore,"Bengaluru Millenia, India","Build and maintain infrastructure as code
Communicate insights effectively to stakeholders
Create customer-facing data products
Ensure data accuracy and security
Identify client requirements and develop data-driven insights
Innovate and optimize BI processes
Lead design and development of BI solutions
Stay updated with BI industry trends
Work in a hybrid environment","Flexible work model
Growth opportunities
Inclusive benefits
Mentorship","Active Listening, Agile methodologies, Business Analytics, Communication skills, Creativity, Data Analysis, Data Architecture, Data Interpretation, Data Management, Data pipeline, Data Quality, Data Science, Data Security, Data Visualization, Embracing Change, MS Office, Power BI, Problem Solving, QlikView, Reporting tools, Tableau, Visual Storytelling","Bachelor of Engineering, Master of Engineering, MBA, MCA",Senior level / Expert,10,Full Time,,2025-08-08,ds-in-senior-manager-data-architect-data-and-analytics-advisory-bangalore-02,stewart_gates_and_kelley@demo
Data Science,IN_Associate_Big Data_Data and Analytics_Advisory_Mumbai,"Mumbai Shivaji Park, India","Adhere to software engineering standards including CI/CD pipelines
Build and maintain infrastructure as code and containerized deployments
Collaborate with cross-disciplinary teams in Agile environment
Design and maintain scalable data infrastructure
Design data solutions considering scalability, cost, disaster recovery, and high availability
Develop and deploy data integration and processing software
Ensure service reliability and define SLAs
Implement large-scale data ingestion and transformation projects on Azure
Mentor team members and conduct design reviews
Work with clients to deploy and audit cloud data solutions","Flexible work arrangements
Impactful client projects
Inclusive benefits
Mentorship opportunities
Work in innovative environment","Agile methodology, Azure Data, Azure Data Factory, Azure Data Lake, Azure DevOps, Azure SQL, Azure SQL Database, CI/CD, CI/CD pipelines, Cloud Computing, Containerization, Databricks, Data Factory, Data Lake, Data Modeling, Data pipeline, Data Pipeline Development, Data Security, Data Security and Privacy, Data Transformation, Data Warehousing, Distributed Systems, Distributed Systems Design, Infrastructure as Code, Pipeline Development, PySpark, Python, Security and Privacy, Spark, SQL, SQL Database, Synapse Analytics, Systems Design","Bachelor, Master, MBA, MCA, M.Tech",Senior level / Expert,8,Full Time,,2025-08-08,ds-in-associate-big-data-data-and-analytics-advisory-mumbai-01,osborne_burgess_and_moon@demo
Data Science,Big Data Engineer II (56096),"AUS - Melbourne, Australia","Build and mentor data science teams
Communicate data science value to stakeholders
Deliver end-to-end data solutions
Drive regional AI adoption
Ensure technical best practices
Foster collaboration across functions
Influence outcomes in matrixed environment
Promote continuous learning and curiosity
Shape enterprise AI strategy
Translate technical concepts to business",,"Agile methodologies, AI strategy, Cloud GCP, Data analytics, Data Science, Data Transformation, Model Building, Model Monitoring, Stakeholder Communication, Team Development, Technical leadership","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,10,Full Time,,2025-08-08,ds-big-data-engineer-ii-56096-01,tucker-robinson@demo
Data Science,IN_Senior manager_Data Architect_Data and Analytics_Advisory_Bangalore,"Bengaluru Millenia, India","Automate data tasks
Automate infrastructure with Terraform
Build and maintain data pipelines
Collaborate with support teams and provide L3 support
Design data workflows
Develop data engineering best practices
Ensure data quality and reliability
Implement CI/CD pipelines
Manage data repositories with Git
Monitor and troubleshoot data pipelines
Transform and model data using dbt",,"Airflow, Automation, CI/CD, Cloud Storage, Collaboration, Communication, Data Modeling, DataOps, Data Pipelines, Data Transformation, Data Warehousing, DBT, GCP BigQuery, Git, Problem Solving, Python, SQL, Terraform, Troubleshooting","Bachelor's, Bachelor's Degree, Undergraduate",Senior level / Expert,10,Full Time,,2025-08-08,ds-in-senior-manager-data-architect-data-and-analytics-advisory-bangalore-03,parker-kemp@demo
Data Science,Data & Analytics Analyst AVP,"Chennai, India","Collaborate in agile teams
Communicate analytics insights
Create data visualizations
Develop advanced analytics
Identify data solutions
Link analytics to business impact
Support data-driven decision making
Understand business needs
Utilize new tools and methodologies",,"Agile methodology, Coding Languages, Data Analysis, Data Architecture, Data Engineering, Data Management, Data Requirements, Data requirements gathering, Data Storytelling, Data Visualization, Excel, Power BI, Requirements Gathering, SQL, Tableau","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,3,Full Time,,2025-08-08,ds-data-and-analytics-analyst-avp-01,morton_plc@demo
Data Science,Associate Director Data Science,"London (The Westworks), United Kingdom","Collaborate with internal and external partners
Communicate complex results
Collect data
Design reports
Develop dashboards
Monitor KPIs
Process data
Propose improvements
Support digital projects","Career development
Health insurance
Learning opportunities
Supportive environment","Analytics Cloud, Business Intelligence, Data Analysis, Data Visualization, DAX, Excel, Power BI, Reporting, SAP Analytics, SAP Analytics Cloud, SQL, Statistical concepts, Web Intelligence","Bachelor's Degree, Bachelor’s diploma",Mid-level / Intermediate,5,Full Time,,2025-08-08,ds-associate-director-data-science-01,chan_vazquez_and_carter@demo
Data Science,IN_Senior manager_Data Architect_Data and Analytics_Advisory_Bangalore,"Bengaluru Millenia, India","Build and maintain infrastructure as code
Collaborate with cross-disciplinary teams in Agile environment
Collaborate with data scientists on machine learning models
Communicate complex data insights
Design and implement data warehouses and data lakes
Develop processing and analysis algorithms
Identify and mitigate data risks
Lead or guide team members on data projects
Perform complex data analysis
Support operational effectiveness and policy development",,"Complex data analysis, Data Analysis, Data Architecture, Data Collaboration, Data Communication, Data Lakes, Data Pipelines, Data Processing, Data Security, Data Warehouses, Machine Learning, Risk Management, Team leadership","Bachelor's Degree, Master's Degree",Senior level / Expert,8,Full Time,,2025-08-08,ds-in-senior-manager-data-architect-data-and-analytics-advisory-bangalore-04,reid-howell@demo
Data Science,Data Scientist,"Unilever R&D Bangalore, India","Collaborate with cross-functional teams
Design data solutions
Develop and maintain data pipelines
Develop data models and documentation
Ensure data security and privacy
Explore new data tools and technologies
Follow best coding and testing practices",,"Apache Spark, Automated testing, AWS, Big Data, Big Data Technologies, CI/CD, Cloud Data, Cloud Data Platforms, Data Analysis, Databricks, Data integration, Data Modeling, Data platforms, Data Technologies, Data Visualization, Data Warehousing, ETL Tools, PySpark, Python, Redshift, SageMaker, Snowflake, SparkSQL, SQL, Version control","Bachelor's Degree, Diploma",Mid-level / Intermediate,3,Full Time,,2025-08-08,ds-data-scientist-01,olson_aguilar_and_thomas@demo
Data Science,Data Analyst,"New York, New York, United States","Apply quantitative and statistical analysis to identify trends and opportunities
Build batch and near real-time ETL pipelines
Create modular Python scripts for automation
Design and develop data solutions
Design data models and database structures
Optimize datasets for performance and cost efficiency
Write and tune complex SQL queries","Flexibility programs
Inclusive benefits
Mentorship
Work-life balance","Azure, Data Architecture, Data Infrastructure, Data integration, Data Modeling, Data Transformation, DBT, ETL Pipelines, NumPy, Pandas, Performance Tuning, PySpark, Python, Snowflake, SQL","Bachelor of Engineering, Master of Business Administration, Master of Engineering, MBA, MCA, M.Tech",Mid-level / Intermediate,5,Full Time,,2025-08-08,ds-data-analyst-01,williams_armstrong_and_ware@demo
Data Science,IN_Senior Associate_ Snowflake Senior Data Engineer_Data and Analytics_Advisory_Bangalore,"Bengaluru Millenia, India","Build and optimize data pipelines
Build batch and near real-time ETL pipelines
Create modular Python scripts for automation
Design and develop data solutions
Design data models and database structures
Optimize datasets for performance and cost efficiency
Write and tune complex SQL queries","Flexibility programs
Inclusive benefits
Mentorship
Work-life balance","Active Listening, Agile Scalability, Apache Airflow, AWS, Azure, Azure Data, Azure Data Factory, Data anonymization, Data Architecture, Database Design, Database optimization, Database security, Databricks, Data Engineering, Data Factory, Data Governance, Data Infrastructure, Data integration, Data Lake, Data Management, Data Modeling, Data pipeline, Data Security, Data Transformation, DBT, ETL Pipelines, Hadoop, NumPy, Pandas, Performance Tuning, PySpark, Python, Snowflake, SQL","Bachelor of Engineering, Master of Business Administration, Master of Engineering, MBA, MCA, M.Tech",Senior level / Expert,5,Full Time,,2025-08-08,ds-in-senior-associate-snowflake-senior-data-engineer-data-and-analytics-advisory-bangalore-01,taylor-anderson@demo
Machine Learning,"Data Scientist III, Research","Mountain View, CA, USA; New York, NY, USA","Collaborate with stakeholders to identify and clarify business questions
Design and evaluate mathematical models
Format, validate, and review data for analysis
Gather, extract, and compile data from multiple sources
Improve and evaluate product performance using analytics
Solve product and business problems","Benefits
Bonus
Equity","Business Intelligence, Data Analysis, Data Modeling, Data Storytelling, Data Visualization, Machine Learning, Python, R, SQL, Statistical Analysis","Bachelor's Degree, Master's Degree",Senior level / Expert,3,Full Time,USD 141K-202K,2025-08-09,ml-data-scientist-iii-research-01,reid-howell@demo
Machine Learning,Delivery Solutions Architect - Healthcare & Life Sciences,Remote - California [R],"Conduct discovery workshops
Coordinate with product and engineering teams
Create strategic roadmaps and business analysis
Develop and execute customer success plans
Drive customer onboarding and success
Lead post-sale technical account strategies
Manage stakeholder relationships
Manage technical issues and escalations
Report on customer health and KPIs
Support product adoption and growth strategies","Comprehensive benefits
Equity
Flexible work options
Performance bonus","AI and ML, AI and ML fundamentals, Business Analysis, Cloud Cost Optimization, Cost Optimization, Customer Success, Data Architecture, Data Engineering, Data Systems, Distributed data, Distributed data systems, ML Fundamentals, Project Management, Python, Scala, Solution architecture, SQL, Stakeholder management, Technical Project Management, Workshop facilitation","Bachelor's Degree in Computer Science, Engineering, Information Systems",Senior level / Expert,5,Full Time,USD 129K-180K,2025-08-08,ml-delivery-solutions-architect-healthcare-and-life-sciences-01,williams_and_sons@demo
Machine Learning,"People Services Analytics Specialist (remote, contract)","San Francisco, CA, United States [R]","Analyze and interpret People data
Collaborate with HR and business leaders
Create reports and dashboards
Maintain data accuracy and integrity
Provide HR insights",,"Analytical Thinking, Dashboard creation, Data Analysis, Data Systems, Data Visualization, HR Data, HR data systems, One Model, Power BI, Problem Solving, Report Development, Stakeholder Communication, Tableau, VISI","Bachelor's Degree, Bachelor’s diploma",Mid-level / Intermediate,3,Contract,,2025-08-08,ml-people-services-analytics-specialist-remote-contract-01,parker-kemp@demo
Machine Learning,"People Services Analytics Specialist (remote, contract)","Chicago, IL, United States [R]","Analyze and interpret People data
Collaborate with HR and business leaders
Compile and analyze customer, account, and transactional data
Create dashboards and reports
Design and develop data visualizations",,"Business Intelligence, Communication skills, Data Analysis, Databricks, Data cloud, Data Governance, Data Management, Data Mining, Data Visualization, MS Excel, MS PowerPoint, MS Word, Power BI, Presentation Skills, Problem Solving, Python, R, Salesforce data, Salesforce Data Cloud, SAS, SQL Assistant, Statistical software, Team leadership","Bachelor's Degree, Quantitative Discipline",Mid-level / Intermediate,3,Contract,,2025-08-08,ml-people-services-analytics-specialist-remote-contract-02,pham_ltd@demo
Machine Learning,Data Engineer 4,"Sacramento, CA, US","Assist in UI and application prototype design
Build scalable data pipelines
Design relational databases
Work with Power BI, SQL, KNIME, Power Platform tools, and Python for automation and process improvement","Hands-on project experience
Long-term internship
Practical placement","Automation, Data Analysis, Data Visualization, English communication, KNIME, Power Apps, Power Automate, Power BI, Problem Solving, Python, SQL, Troubleshooting","Bachelor's Degree, Economic Management Science, Engineering, Undergraduate",Senior level / Expert,8,Contract,,2025-08-08,ml-data-engineer-4-01,payne-johnston@demo
Machine Learning,Data Science Manager,"Prague, Praha, Hlavní město, Czechia","Build simple data pipelines
Clean and validate data
Collaborate with analysts
Create visualizations using Power BI
Develop dashboards and reports
Ensure reproducibility of work
Excel
Gather data from sources
Learn new tools and techniques
Maintain documentation
Organize raw data
Perform exploratory data analysis
Present insights to stakeholders
Stay updated with industry trends
Tableau
Translate business needs into analysis
Use statistical techniques and data mining",,"Business Analysis, Collaboration, Data Analysis, Data cleaning, Data Documentation, Data Mining, Data Pipelines, Data Visualization, Excel, Power BI, Statistical Analysis, Tableau","Bachelor's Degree, Master's Degree",Entry-level / Junior,1,Full Time,,2025-08-08,ml-data-science-manager-01,parks_and_sons@demo
Machine Learning,"Data Scientist, Business and Marketing, Ads Marketing Analytics (Spanish, English)","Mexico City, CDMX, Mexico","Build and prototype analysis pipelines
Conduct exploratory data analysis
Define questions on advertising effectiveness and privacy impact
Deliver insights to business partners and executives
Develop and implement quantitative analysis methods
Identify opportunities for advertising measurement improvements
Interact cross-functionally with leaders and teams
Solve non-routine analysis problems
Work with large, complex data sets",,"Causal Inference, Data Analysis, Data Modeling, Data Querying, Data Visualization, Econometric methods, Pipeline Development, Python, R, Sampling methods, SQL, Statistical Analysis, Statistical software","Master's Degree, PhD",Senior level / Expert,8,Full Time,,2025-08-08,ml-data-scientist-business-and-marketing-ads-marketing-analytics-spanish-english-01,williams_and_sons@demo
Machine Learning,Senior Data & Applied Scientist,"Noida, Uttar Pradesh, India","Collaborate with stakeholders on data needs and telemetry best practices
Experiment with machine learning models for sales and cost prediction
Monitor measure and explore large datasets
Support optimization projects in retail using analytics
Work closely with engineering team to enhance pipelines and model code","30 days vacation
Autonomy
Flexible working hours
Great team culture
Homeoffice 2-3 days","BigQuery, Data Analysis, Data pipeline, Data Pipeline Development, Google Cloud, Machine Learning, Model Optimization, Pipeline Development, Python, SQL, TensorFlow, Version control, Version Control (Git)","Bachelor, Master",Senior level / Expert,7,Full Time,,2025-08-08,ml-senior-data-and-applied-scientist-01,williams_armstrong_and_ware@demo
Machine Learning,Engineering Manager - Data + AI Observability,"Bengaluru, India","Build and scale data platforms
Build platform solutions for software teams
Conduct pattern analysis and predictive modelling
Coordinate with data teams for data management
Develop machine learning algorithms and statistical models
Identify training needs and conduct workshops
Implement tracking mechanisms for performance
Lead data collection, preparation, and validation",,"Data Analysis, Data Management, Data Validation, Machine Learning, Model Testing, Performance Tracking, Project Management, Python, Research Collaboration, Solution piloting, Stakeholder Communication, Statistical Modelling, Training Facilitation, Vendor management","B.E, B.Tech, MBA, M.Tech",Senior level / Expert,10,Full Time,,2025-08-08,ml-engineering-manager-data-ai-observability-01,roth-williams@demo
Machine Learning,Data Governance Program Lead,"Winnipeg, MB, Canada","Collaborate with cybersecurity, privacy, and legal teams
Apply SQL window functions for data transformation
Architect end-to-end Power BI solutions
Collaborate with business users to gather requirements
Coordinate with data engineers for data ingestion and transformation
Create complex DAX formulas and measures
Design and develop Power BI dashboards and reports
Design and implement advanced visualizations including Sankey and drill-down charts
Integrate machine learning outputs into Power BI reports
Lead data modeling efforts for performance and scalability
Optimize reports for performance and usability
Perform data validation and quality checks",,"APIs, Azure Data, Azure Data Services, Azure Synapse, BI Architecture, Communication, Continuous Improvement, Data Analysis, Data Modeling, Data Services, Data Transformation, Data Validation, Data Visualization, Data Warehousing, DAX, Deep learning, ETL Processes, Excel, Machine Learning, Machine Learning Integration, Performance optimization, Power BI, Power BI architecture, Power BI certification, Problem Solving, Python (NLP, Deep Learning), SharePoint, SQL, SQL Server, Teamwork","Bachelor, Master",Senior level / Expert,7,Full Time,,2025-08-08,ml-data-governance-program-lead-01,osborne_burgess_and_moon@demo
Machine Learning,Sr.AI Engineer,"Chennai, Tamil Nadu, India","Build AI solutions for event correlation and root cause analysis
Design and deploy AI products and platforms
Develop machine learning models for IT operations
Implement MLOps practices for scalable deployment
Integrate data science solutions with cloud and AIOps platforms
Lead cross-functional collaboration and mentorship
Maintain best engineering practices in code and documentation
Optimize system performance and reliability
Translate business problems into data science solutions",,"AIOps platforms, Ansible, APIs, AWS, Azure, CI/CD, Cloud Computing, Containerization, Cybersecurity, Data Engineering, Data Pipelines, Data Tagging, Deep learning, Docker, GCP, Kubernetes, Log Analytics, Machine Learning, MLOps, Network Automation, Python, Retrieval-Augmented Generation, Statistical modeling, Terraform","Master's Degree, Ph.D.",Senior level / Expert,8,Full Time,,2025-08-08,ml-sr-ai-engineer-01,chan_vazquez_and_carter@demo
Machine Learning,Data Science - Assistant Manager,"Bangalore, Karnataka, India","Communicate insights to stakeholders
Develop and implement machine learning and GenAI solutions
Evaluate and refine model performance
Maintain documentation for models and processes
Design, implement, and launch data science solutions
Develop key metrics and observability",,"Data Analysis, Data collection, Data refinement, Data Storytelling, Econometric Modeling, Experiment design, Machine Learning, Statistical Analysis","MS, PhD",Mid-level / Intermediate,8,Full Time,,2025-08-08,ml-data-science-assistant-manager-01,klein_adams_and_lee@demo
Machine Learning,IN_Senior manager_Data Architect_Data and Analytics_Advisory_Bangalore,"Remote-IL, United States [R]","Automate data tasks and improve efficiency
Build real-time data processing applications
Collaborate on data architecture and solutions
Design and maintain large-scale data structures
Develop data pipelines for reports and analytics
Engage with DevSecOps for CI/CD
Ensure data quality and reliability
Implement data ingestion, transformation, validation, and optimization","401k
Flexible work arrangements
Health insurance
Paid time off
Remote/hybrid options
Stock plans
Tuition reimbursement","Big Data, Big data processing, C#, Cloud infrastructure, Data Automation, Data Management, Data Mining, Data pipeline, Data pipeline optimization, Data Processing, Data Quality, Data quality assurance, Data Validation, Java, Pipeline Optimization, Python, Quality Assurance, Snowflake, SQL",Bachelor's Degree,Mid-level / Intermediate,3,Full Time,USD 62K-112K,2025-08-08,ml-in-senior-manager-data-architect-data-and-analytics-advisory-bangalore-01,mckenzie-callahan@demo
